"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
5,4,1,2,74,13.67,0.14,0,15,"R11596","R10148","R10202"
2,2,1,2,74,13.67,0.14,1,1,"R11597","R10148","R10202"
5,4,1,1,74,13.67,0.14,0,15,"R11598","R10148","R10202"
2,2,1,1,74,13.67,0.14,1,7,"R11599","R10148","R10202"
5,4,1,1,74,13.67,0.14,0,15,"R11600","R10148","R10202"
2,2,1,2,74,14.2,0.13,1,7,"R11601","R10691","R10300"
5,4,1,2,74,14.2,0.13,0,15,"R11602","R10691","R10300"
3,3,1,1,74,14.2,0.13,0,7,"R11603","R10691","R10300"
2,2,1,1,74,14.2,0.13,1,7,"R11604","R10691","R10300"
3,3,1,2,74,14.2,0.13,0,7,"R11605","R10691","R10300"
1,1,1,1,74,14.2,0.13,1,1,"R11606","R10691","R10300"
2,2,1,1,74,14.2,0.13,1,5,"R11607","R10691","R10300"
2,2,1,2,74,14.2,0.13,1,7,"R11608","R10691","R10300"
3,3,1,1,73,13.67,0.12,0,7,"R11621","R10621","R9486"
5,4,1,1,73,13.67,0.12,0,15,"R11622","R10621","R9486"
1,1,1,2,73,13.67,0.12,1,1,"R11623","R10621","R9486"
2,2,1,1,73,14.39,0.14,1,7,"R11624","R10648","R10410"
2,2,1,2,73,14.39,0.14,1,5,"R11625","R10648","R10410"
5,4,1,1,73,14.39,0.14,0,15,"R11627","R10648","R10410"
5,4,1,1,73,14.39,0.14,0,15,"R11628","R10648","R10410"
3,3,1,1,73,14.39,0.14,0,7,"R11631","R10648","R10410"
3,3,1,2,73,14.39,0.14,0,7,"R11632","R10648","R10410"
2,2,1,1,73,13.59,0.12,1,7,"R11633","R10512","R10356"
5,4,1,2,73,13.59,0.12,0,7,"R11634","R10512","R10356"
3,3,1,1,73,13.59,0.12,0,7,"R11635","R10512","R10356"
2,2,1,1,73,13.59,0.12,1,7,"R11636","R10512","R10356"
3,3,1,2,73,13.59,0.12,0,5,"R11637","R10512","R10356"
1,1,1,1,73,13.59,0.12,1,1,"R11638","R10512","R10356"
3,3,1,2,73,13.8,0.13,0,7,"R11639","R10408","R9928"
3,3,1,2,73,13.8,0.13,0,7,"R11640","R10408","R9928"
2,2,1,1,73,13.8,0.13,1,5,"R11642","R10408","R9928"
3,3,1,2,73,13.8,0.13,0,7,"R11643","R10408","R9928"
5,4,1,2,73,13.8,0.13,0,15,"R11645","R10408","R9928"
5,4,1,2,73,13.63,0.09,0,15,"R11646","R10753","R10645"
3,3,1,2,73,13.63,0.09,0,7,"R11647","R10753","R10645"
5,4,1,2,73,13.63,0.09,0,15,"R11649","R10753","R10645"
5,4,1,2,73,13.63,0.09,0,15,"R11650","R10753","R10645"
3,3,1,1,73,13.63,0.09,0,7,"R11651","R10753","R10645"
3,3,1,1,73,13.63,0.09,0,7,"R11652","R10753","R10645"
2,2,1,2,73,13.63,0.09,1,7,"R11653","R10753","R10645"
5,4,1,1,73,13.63,0.09,0,15,"R11654","R10753","R10645"
3,3,1,2,73,13.63,0.09,0,7,"R11655","R10753","R10645"
3,3,1,1,73,13.88,0.12,0,7,"R11657","R10735","R10442"
5,4,1,2,73,13.88,0.12,0,15,"R11658","R10735","R10442"
3,3,1,1,73,13.88,0.12,0,7,"R11659","R10735","R10442"
5,4,1,1,73,13.88,0.12,0,5,"R11660","R10735","R10442"
3,3,1,2,73,13.88,0.12,0,7,"R11661","R10735","R10442"
2,2,1,2,72,13.61,0.11,1,7,"R11663","R10452","R9291"
2,2,1,1,72,13.61,0.11,1,7,"R11664","R10452","R9291"
2,2,1,1,72,13.61,0.11,1,5,"R11667","R10452","R9291"
2,2,1,1,72,13.61,0.11,1,7,"R11669","R10452","R9291"
1,1,1,2,72,13.55,0.12,1,1,"R11671","R10735","R9089"
3,3,1,1,72,13.55,0.12,0,7,"R11672","R10735","R9089"
5,4,1,2,72,13.55,0.12,0,15,"R11674","R10735","R9089"
3,3,1,2,72,13.55,0.12,0,7,"R11676","R10735","R9089"
5,4,1,1,72,13.57,0.12,0,15,"R11677","R10678","R10093"
2,2,1,1,72,13.57,0.12,1,5,"R11678","R10678","R10093"
3,3,1,2,72,13.57,0.12,0,7,"R11679","R10678","R10093"
2,2,1,1,72,13.43,0.11,1,7,"R11680","R10735","R9821"
5,4,1,2,72,13.43,0.11,0,15,"R11681","R10735","R9821"
5,4,1,2,72,13.43,0.11,0,15,"R11682","R10735","R9821"
2,2,1,1,72,13.43,0.11,1,7,"R11684","R10735","R9821"
3,3,1,2,72,13.43,0.11,0,7,"R11686","R10735","R9821"
2,2,1,1,72,13.43,0.11,1,7,"R11687","R10735","R9821"
5,4,1,1,72,13.43,0.11,0,15,"R11688","R10735","R9821"
3,3,1,1,72,14.41,0.14,0,7,"R11689","R10648","R10699"
5,4,1,1,72,14.41,0.14,0,15,"R11690","R10648","R10699"
3,3,1,1,72,14.41,0.14,0,7,"R11691","R10648","R10699"
3,3,1,2,72,14.41,0.14,0,7,"R11693","R10648","R10699"
1,1,1,2,72,13.86,0.14,1,1,"R11695","R10408","R10252"
2,2,1,2,72,13.86,0.14,1,7,"R11696","R10408","R10252"
5,4,1,2,72,13.86,0.14,0,11,"R11697","R10408","R10252"
1,1,1,2,72,13.86,0.14,1,1,"R11698","R10408","R10252"
5,4,1,2,72,13.86,0.14,0,15,"R11699","R10408","R10252"
3,3,1,2,72,13.86,0.14,0,7,"R11700","R10408","R10252"
5,4,1,2,72,13.86,0.14,0,15,"R11701","R10408","R10252"
1,1,1,2,72,13.7,0.14,1,1,"R11711","R10332","R9806"
5,4,1,2,72,13.7,0.14,0,15,"R11712","R10332","R9806"
2,2,1,2,72,13.7,0.14,1,7,"R11713","R10332","R9806"
5,4,1,2,72,13.7,0.14,0,15,"R11714","R10332","R9806"
3,3,1,1,72,13.7,0.14,0,7,"R11715","R10332","R9806"
3,3,1,1,72,13.7,0.14,0,7,"R11716","R10332","R9806"
3,3,1,2,72,13.7,0.14,0,7,"R11717","R10332","R9806"
5,4,1,2,72,13.7,0.14,0,15,"R11718","R10332","R9806"
2,2,1,1,72,13.7,0.14,1,5,"R11719","R10332","R9806"
3,3,1,1,72,13.7,0.14,0,7,"R11720","R10332","R9806"
5,4,1,1,72,13.84,0.12,0,11,"R11721","R10438","R10249"
2,2,1,2,72,13.84,0.12,1,7,"R11722","R10438","R10249"
2,2,1,1,72,13.84,0.12,1,7,"R11723","R10438","R10249"
3,3,1,1,72,13.84,0.12,0,7,"R11724","R10438","R10249"
3,3,1,1,72,13.84,0.12,0,7,"R11725","R10438","R10249"
3,3,1,2,72,13.84,0.12,0,7,"R11726","R10438","R10249"
2,2,1,2,72,13.84,0.12,1,7,"R11727","R10438","R10249"
2,2,1,2,71,13.71,0.12,1,7,"R11729","R10512","R10680"
2,2,1,1,71,13.71,0.12,1,7,"R11731","R10512","R10680"
1,1,1,1,71,13.71,0.12,1,1,"R11732","R10512","R10680"
5,4,1,2,71,13.71,0.12,0,15,"R11733","R10512","R10680"
3,3,1,1,71,13.71,0.12,0,7,"R11734","R10512","R10680"
3,3,1,2,71,13.71,0.12,0,7,"R11735","R10512","R10680"
5,4,1,2,71,13.71,0.12,0,5,"R11736","R10512","R10680"
5,4,1,1,71,13.71,0.12,0,11,"R11737","R10512","R10680"
3,3,1,1,71,13.71,0.12,0,7,"R11738","R10512","R10680"
5,4,1,2,71,13.87,0.14,0,11,"R11739","R10735","R10196"
2,2,1,1,71,13.87,0.14,1,7,"R11740","R10735","R10196"
2,2,1,2,71,13.87,0.14,1,7,"R11741","R10735","R10196"
5,4,1,1,71,13.87,0.14,0,15,"R11743","R10735","R10196"
1,1,1,2,71,14.1,0.14,1,1,"R11744","R10332","R10476"
3,3,1,2,71,14.1,0.14,0,7,"R11745","R10332","R10476"
5,4,1,1,71,14.1,0.14,0,15,"R11746","R10332","R10476"
5,4,1,1,71,14.1,0.14,0,15,"R11748","R10332","R10476"
5,4,1,1,71,14.1,0.14,0,15,"R11750","R10332","R10476"
1,1,1,2,71,14.3,0.15,1,1,"R11751","R10438","R10491"
2,2,1,1,71,14.3,0.15,1,7,"R11752","R10438","R10491"
5,4,1,1,71,14.3,0.15,0,15,"R11753","R10438","R10491"
3,3,1,1,71,14.3,0.15,0,7,"R11754","R10438","R10491"
2,2,1,2,71,14.3,0.15,1,7,"R11755","R10438","R10491"
5,4,1,2,71,14.3,0.15,0,15,"R11756","R10438","R10491"
3,3,1,1,71,13.97,0.16,0,7,"R11758","R10512","R10928"
5,4,1,1,71,13.97,0.16,0,15,"R11760","R10512","R10928"
3,3,1,1,71,13.97,0.16,0,7,"R11761","R10512","R10928"
3,3,1,1,71,13.97,0.16,0,7,"R11763","R10512","R10928"
3,3,1,1,71,13.97,0.16,0,7,"R11764","R10512","R10928"
3,3,1,2,71,13.97,0.16,0,7,"R11765","R10512","R10928"
5,4,1,1,71,13.97,0.16,0,15,"R11766","R10512","R10928"
2,2,1,1,70,14.27,0.17,1,7,"R11767","R10962","R10075"
2,2,1,1,70,14.27,0.17,1,7,"R11769","R10962","R10075"
5,4,1,1,70,14.5,0.15,0,15,"R11770","R10452","R10136"
3,3,1,2,70,14.5,0.15,0,7,"R11771","R10452","R10136"
5,4,1,2,70,14.5,0.15,0,15,"R11772","R10452","R10136"
2,2,1,1,70,14.5,0.15,1,7,"R11773","R10452","R10136"
3,3,1,1,70,14.5,0.15,0,7,"R11774","R10452","R10136"
3,3,1,1,70,14.5,0.15,0,7,"R11775","R10452","R10136"
5,4,1,2,70,14.5,0.15,0,15,"R11777","R10452","R10136"
3,3,1,1,70,13.28,0.14,0,7,"R11778","R9526","R10209"
5,4,1,2,70,13.28,0.14,0,15,"R11779","R9526","R10209"
3,3,1,1,70,13.28,0.14,0,7,"R11781","R9526","R10209"
3,3,1,1,70,13.28,0.14,0,7,"R11782","R9526","R10209"
3,3,1,2,70,13.28,0.14,0,7,"R11783","R9526","R10209"
5,4,1,1,70,13.28,0.14,0,15,"R11785","R9526","R10209"
5,4,1,2,70,14.52,0.17,0,15,"R11786","R10648","R10424"
3,3,1,1,70,14.52,0.17,0,7,"R11787","R10648","R10424"
2,2,1,1,70,14.52,0.17,1,7,"R11792","R10648","R10424"
5,4,1,1,70,13.78,0.14,0,15,"R11793","R10512","R10531"
5,4,1,2,70,13.78,0.14,0,15,"R11794","R10512","R10531"
1,1,1,2,70,13.78,0.14,1,1,"R11796","R10512","R10531"
3,3,1,1,70,13.78,0.14,0,7,"R11797","R10512","R10531"
5,4,1,2,70,14.24,0.16,0,11,"R11798","R10452","R10513"
2,2,1,2,70,14.24,0.16,1,7,"R11799","R10452","R10513"
3,3,1,1,70,14.24,0.16,0,7,"R11800","R10452","R10513"
5,4,1,1,70,14.24,0.16,0,15,"R11802","R10452","R10513"
3,3,1,1,70,14.24,0.16,0,7,"R11803","R10452","R10513"
5,4,1,2,70,14.24,0.16,0,15,"R11804","R10452","R10513"
3,3,1,2,70,13.71,0.15,0,7,"R11805","R10735","R10748"
2,2,1,1,70,13.71,0.15,1,7,"R11807","R10735","R10748"
3,3,1,2,70,13.71,0.15,0,7,"R11808","R10735","R10748"
3,3,1,2,69,13.79,0.12,0,7,"R11810","R10700","R10108"
5,4,1,1,69,13.79,0.12,0,11,"R11811","R10700","R10108"
2,2,1,1,69,13.79,0.12,1,7,"R11812","R10700","R10108"
5,4,1,1,69,13.79,0.12,0,15,"R11813","R10700","R10108"
3,3,1,1,69,13.79,0.12,0,7,"R11814","R10700","R10108"
2,2,1,2,69,13.79,0.12,1,7,"R11815","R10700","R10108"
5,4,1,1,69,13.79,0.12,0,15,"R11816","R10700","R10108"
2,2,1,2,69,13.89,0.14,1,7,"R11817","R10976","R9895"
5,4,1,2,69,13.89,0.14,0,11,"R11818","R10976","R9895"
5,4,1,2,69,13.89,0.14,0,15,"R11819","R10976","R9895"
3,3,1,2,69,13.89,0.14,0,7,"R11820","R10976","R9895"
5,4,1,2,69,13.89,0.14,0,15,"R11821","R10976","R9895"
5,4,1,1,69,13.89,0.14,0,15,"R11822","R10976","R9895"
2,2,1,1,69,13.89,0.14,1,7,"R11823","R10976","R9895"
5,4,1,1,69,13.89,0.14,0,11,"R11824","R10976","R9895"
3,3,1,1,69,13.89,0.14,0,7,"R11825","R10976","R9895"
3,3,1,1,69,13.22,0.11,0,7,"R11826","R10932","R9567"
2,2,1,1,69,13.22,0.11,1,7,"R11827","R10932","R9567"
3,3,1,2,69,13.22,0.11,0,7,"R11829","R10932","R9567"
3,3,1,1,69,13.22,0.11,0,7,"R11830","R10932","R9567"
5,4,1,2,69,13.22,0.11,0,7,"R11831","R10932","R9567"
5,4,1,2,69,13.22,0.11,0,15,"R11832","R10932","R9567"
3,3,1,2,69,13.22,0.11,0,7,"R11833","R10932","R9567"
5,4,1,2,69,13.87,0.12,0,15,"R11834","R10335","R10302"
3,3,1,1,69,13.87,0.12,0,7,"R11835","R10335","R10302"
3,3,1,2,69,13.87,0.12,0,7,"R11836","R10335","R10302"
5,4,1,1,69,13.87,0.12,0,15,"R11837","R10335","R10302"
3,3,1,2,69,13.87,0.12,0,7,"R11838","R10335","R10302"
1,1,1,2,69,13.87,0.12,1,1,"R11839","R10335","R10302"
3,3,1,2,69,13.87,0.12,0,7,"R11840","R10335","R10302"
2,2,1,2,69,13.87,0.12,1,7,"R11841","R10335","R10302"
3,3,1,1,69,13.87,0.12,0,7,"R11842","R10335","R10302"
1,1,1,2,69,13.87,0.12,1,1,"R11843","R10335","R10302"
1,1,1,2,69,13.31,0.12,1,1,"R11844","R10976","R9037"
3,3,1,2,69,13.31,0.12,0,7,"R11846","R10976","R9037"
1,1,1,1,69,13.31,0.12,1,1,"R11847","R10976","R9037"
5,4,1,1,69,13.31,0.12,0,15,"R11849","R10976","R9037"
5,4,1,1,69,13.31,0.12,0,15,"R11850","R10976","R9037"
5,4,1,1,69,14.06,0.14,0,15,"R11851","R10932","R10734"
5,4,1,1,69,14.06,0.14,0,15,"R11852","R10932","R10734"
3,3,1,1,69,14.06,0.14,0,7,"R11853","R10932","R10734"
3,3,1,1,69,14.06,0.14,0,7,"R11855","R10932","R10734"
3,3,1,1,69,14.06,0.14,0,7,"R11856","R10932","R10734"
3,3,1,2,69,14.06,0.14,0,7,"R11857","R10932","R10734"
5,4,1,2,69,14.06,0.14,0,15,"R11858","R10932","R10734"
3,3,1,2,68,14.45,0.15,0,7,"R11860","R10932","R10422"
5,4,1,1,68,14.45,0.15,0,15,"R11862","R10932","R10422"
2,2,1,2,68,14.45,0.15,1,7,"R11863","R10932","R10422"
1,1,1,2,68,14.45,0.15,1,1,"R11864","R10932","R10422"
3,3,1,2,68,13.76,0.13,0,7,"R11868","R10735","R9771"
5,4,1,2,68,13.76,0.13,0,11,"R11869","R10735","R9771"
1,1,1,2,68,13.76,0.13,1,1,"R11871","R10735","R9771"
2,2,1,1,68,14.47,0.15,1,7,"R11872","R10998","R10697"
5,4,1,1,68,14.47,0.15,0,11,"R11873","R10998","R10697"
5,4,1,1,68,14.47,0.15,0,15,"R11874","R10998","R10697"
5,4,1,2,68,14.44,0.16,0,15,"R11875","R11037","R10689"
3,3,1,2,68,14.44,0.16,0,7,"R11876","R11037","R10689"
5,4,1,2,68,14.44,0.16,0,15,"R11877","R11037","R10689"
3,3,1,1,68,14.44,0.16,0,7,"R11878","R11037","R10689"
5,4,1,2,68,14.44,0.16,0,15,"R11879","R11037","R10689"
5,4,1,2,68,14.44,0.16,0,15,"R11880","R11037","R10689"
3,3,1,1,68,14.08,0.13,0,7,"R11881","R10976","R10409"
5,4,1,1,68,14.08,0.13,0,11,"R11882","R10976","R10409"
3,3,1,1,68,14.08,0.13,0,7,"R11883","R10976","R10409"
2,2,1,2,68,14.08,0.13,1,7,"R11884","R10976","R10409"
5,4,1,1,67,14.14,0.13,0,15,"R11885","R10944","R10981"
2,2,1,1,67,14.14,0.13,1,7,"R11886","R10944","R10981"
1,1,1,1,67,14.14,0.13,1,1,"R11887","R10944","R10981"
5,4,1,1,67,14.14,0.13,0,15,"R11888","R10944","R10981"
1,1,1,1,67,14.14,0.13,1,1,"R11889","R10944","R10981"
5,4,1,1,67,14.14,0.13,0,11,"R11890","R10944","R10981"
5,4,1,1,67,14.14,0.13,0,15,"R11892","R10944","R10981"
3,3,1,1,67,14.14,0.13,0,7,"R11893","R10944","R10981"
5,4,1,1,67,14.14,0.13,0,11,"R11894","R10944","R10981"
2,2,1,2,67,14.08,0.13,1,7,"R11906","R10976","R10411"
3,3,1,2,67,14.08,0.13,0,7,"R11908","R10976","R10411"
5,4,1,2,67,14.08,0.13,0,15,"R11909","R10976","R10411"
3,3,1,1,67,14.08,0.13,0,7,"R11910","R10976","R10411"
1,1,1,1,67,14.08,0.13,1,1,"R11912","R10976","R10411"
5,4,1,2,67,14.27,0.14,0,15,"R11913","R10452","R10985"
5,4,1,2,67,14.27,0.14,0,15,"R11915","R10452","R10985"
2,2,1,2,67,14.27,0.14,1,7,"R11917","R10452","R10985"
5,4,1,1,67,14.27,0.14,0,7,"R11918","R10452","R10985"
5,4,1,1,67,14.37,0.16,0,15,"R11919","R11037","R10492"
5,4,1,2,67,14.37,0.16,0,15,"R11921","R11037","R10492"
3,3,1,2,67,14.37,0.16,0,7,"R11922","R11037","R10492"
3,3,1,1,67,14.37,0.16,0,7,"R11923","R11037","R10492"
5,4,1,2,67,14.37,0.16,0,11,"R11924","R11037","R10492"
5,4,1,2,67,14.37,0.16,0,15,"R11925","R11037","R10492"
3,3,1,1,67,14.37,0.16,0,7,"R11926","R11037","R10492"
5,4,1,1,67,14.37,0.16,0,15,"R11927","R11037","R10492"
5,4,1,1,67,13.74,0.11,0,11,"R11928","R10735","R10743"
3,3,1,1,67,13.74,0.11,0,7,"R11929","R10735","R10743"
1,1,1,2,67,13.74,0.11,1,1,"R11930","R10735","R10743"
2,2,1,2,67,13.74,0.11,1,7,"R11931","R10735","R10743"
3,3,1,2,67,13.74,0.11,0,7,"R11933","R10735","R10743"
1,1,1,2,67,13.74,0.11,1,1,"R11934","R10735","R10743"
5,4,1,2,67,13.04,0.08,0,15,"R11935","R11090","R10751"
3,3,1,1,67,13.04,0.08,0,7,"R11938","R11090","R10751"
5,4,1,2,67,13.04,0.08,0,7,"R11939","R11090","R10751"
5,4,1,2,67,13.04,0.08,0,15,"R11940","R11090","R10751"
3,3,1,1,67,13.04,0.08,0,7,"R11941","R11090","R10751"
3,3,1,1,67,13.04,0.08,0,7,"R11942","R11090","R10751"
2,2,1,1,67,13.04,0.08,1,7,"R11943","R11090","R10751"
3,3,1,2,66,13.54,0.1,0,7,"R11954","R10678","R10442"
2,2,1,1,66,13.54,0.1,1,7,"R11955","R10678","R10442"
3,3,1,1,66,13.54,0.1,0,7,"R11957","R10678","R10442"
1,1,1,2,66,13.54,0.1,1,1,"R11959","R10678","R10442"
5,4,1,2,66,13.54,0.1,0,15,"R11960","R10678","R10442"
5,4,1,1,66,13.54,0.1,0,11,"R11961","R10678","R10442"
2,2,1,1,66,13.54,0.1,1,7,"R11962","R10678","R10442"
5,4,1,2,66,13.54,0.1,0,15,"R11963","R10678","R10442"
1,1,1,2,66,12.25,0.05,1,1,"R11966","R11074","R10902"
3,3,1,1,66,12.25,0.05,0,7,"R11968","R11074","R10902"
3,3,1,1,66,12.25,0.05,0,7,"R11969","R11074","R10902"
3,3,1,1,66,12.25,0.05,0,7,"R11970","R11074","R10902"
5,4,1,1,66,14.15,0.12,0,15,"R11971","R10738","R10598"
5,4,1,2,66,14.15,0.12,0,11,"R11972","R10738","R10598"
5,4,1,2,66,14.15,0.12,0,15,"R11973","R10738","R10598"
3,3,1,2,66,14.15,0.12,0,7,"R11974","R10738","R10598"
3,3,1,1,66,14.15,0.12,0,7,"R11975","R10738","R10598"
5,4,1,1,66,14.15,0.12,0,15,"R11977","R10738","R10598"
5,4,1,1,66,14.15,0.12,0,15,"R11978","R10738","R10598"
3,3,1,1,66,14.15,0.12,0,7,"R11979","R10738","R10598"
3,3,1,1,65,12.21,0.05,0,7,"R11980","R11074","R10938"
1,1,1,2,65,12.21,0.05,1,1,"R11982","R11074","R10938"
2,2,1,1,65,12.21,0.05,1,7,"R11983","R11074","R10938"
2,2,1,2,65,12.21,0.05,1,7,"R11985","R11074","R10938"
1,1,1,2,65,12.21,0.05,1,1,"R11986","R11074","R10938"
2,2,1,2,65,12.21,0.05,1,7,"R11987","R11074","R10938"
2,2,1,2,65,13.53,0.11,1,7,"R11988","R11149","R10410"
2,2,1,1,65,13.53,0.11,1,7,"R11989","R11149","R10410"
2,2,1,2,65,13.53,0.11,1,7,"R11991","R11149","R10410"
5,4,1,1,65,13.53,0.11,0,7,"R11992","R11149","R10410"
1,1,1,2,65,13.53,0.11,1,1,"R11993","R11149","R10410"
5,4,1,1,65,13.53,0.11,0,15,"R11995","R11149","R10410"
2,2,1,2,65,14.3,0.13,1,7,"R11996","R10944","R10977"
3,3,1,2,65,14.3,0.13,0,7,"R11997","R10944","R10977"
2,2,1,2,65,14.3,0.13,1,7,"R11998","R10944","R10977"
5,4,1,1,65,14.3,0.13,0,15,"R11999","R10944","R10977"
3,3,1,1,65,14.3,0.13,0,7,"R12000","R10944","R10977"
3,3,1,2,65,14.3,0.13,0,7,"R12001","R10944","R10977"
3,3,1,2,65,14.3,0.13,0,7,"R12003","R10944","R10977"
5,4,1,2,65,14.3,0.13,0,15,"R12004","R10944","R10977"
1,1,1,2,65,12.9,0.09,1,1,"R12005","R11090","R10252"
5,4,1,2,65,12.9,0.09,0,15,"R12006","R11090","R10252"
5,4,1,2,65,12.9,0.09,0,15,"R12007","R11090","R10252"
5,4,1,1,65,12.9,0.09,0,15,"R12008","R11090","R10252"
5,4,1,2,65,12.9,0.09,0,15,"R12009","R11090","R10252"
3,3,1,1,65,12.9,0.09,0,7,"R12010","R11090","R10252"
3,3,1,2,65,12.9,0.09,0,7,"R12011","R11090","R10252"
5,4,1,2,65,12.9,0.09,0,15,"R12012","R11090","R10252"
5,4,1,1,65,13.51,0.12,0,15,"R12013","R10735","R9928"
5,4,1,2,65,13.51,0.12,0,15,"R12014","R10735","R9928"
2,2,1,2,65,13.51,0.12,1,7,"R12015","R10735","R9928"
3,3,1,2,65,13.51,0.12,0,7,"R12016","R10735","R9928"
5,4,1,2,65,13.51,0.12,0,15,"R12017","R10735","R9928"
3,3,1,2,65,13.51,0.12,0,7,"R12018","R10735","R9928"
2,2,1,2,65,13.51,0.12,1,7,"R12019","R10735","R9928"
1,1,1,1,65,13.51,0.12,1,1,"R12020","R10735","R9928"
5,4,1,2,65,13.51,0.12,0,15,"R12021","R10735","R9928"
2,2,1,2,65,13.84,0.11,1,7,"R12022","R10932","R9642"
5,4,1,1,65,13.84,0.11,0,15,"R12023","R10932","R9642"
2,2,1,1,65,13.84,0.11,1,7,"R12024","R10932","R9642"
3,3,1,1,65,13.84,0.11,0,7,"R12025","R10932","R9642"
3,3,1,2,65,13.84,0.11,0,7,"R12027","R10932","R9642"
3,3,1,2,65,13.84,0.11,0,7,"R12028","R10932","R9642"
3,3,1,1,65,13.84,0.11,0,7,"R12029","R10932","R9642"
2,2,1,2,65,13.84,0.11,1,5,"R12030","R10932","R9642"
2,2,1,1,65,13.84,0.11,1,7,"R12031","R10932","R9642"
3,3,1,1,64,14.96,0.15,0,7,"R12033","R11222","R10645"
1,1,1,2,64,14.96,0.15,1,1,"R12034","R11222","R10645"
2,2,1,2,64,14.96,0.15,1,7,"R12035","R11222","R10645"
3,3,1,1,64,14.96,0.15,0,5,"R12036","R11222","R10645"
2,2,1,1,64,14.96,0.15,1,7,"R12037","R11222","R10645"
5,4,1,1,64,14.96,0.15,0,11,"R12038","R11222","R10645"
5,4,1,2,64,14.94,0.16,0,15,"R12041","R11164","R11014"
3,3,1,2,64,14.94,0.16,0,7,"R12043","R11164","R11014"
3,3,1,2,64,14.94,0.16,0,7,"R12044","R11164","R11014"
3,3,1,1,64,14.94,0.16,0,7,"R12045","R11164","R11014"
2,2,1,2,64,14.94,0.16,1,7,"R12047","R11164","R11014"
2,2,1,1,64,14.94,0.16,1,7,"R12048","R11164","R11014"
5,4,1,2,64,14.05,0.12,0,15,"R12049","R10976","R10196"
3,3,1,1,64,14.05,0.12,0,7,"R12050","R10976","R10196"
5,4,1,1,64,14.05,0.12,0,11,"R12051","R10976","R10196"
5,4,1,1,64,14.05,0.12,0,15,"R12052","R10976","R10196"
3,3,1,1,64,14.98,0.15,0,7,"R12053","R11232","R11126"
3,3,1,1,64,14.98,0.15,0,7,"R12054","R11232","R11126"
5,4,1,2,64,14.98,0.15,0,15,"R12055","R11232","R11126"
2,2,1,2,64,14.98,0.15,1,5,"R12056","R11232","R11126"
2,2,1,1,64,14.98,0.15,1,7,"R12057","R11232","R11126"
3,3,1,1,63,14.42,0.17,0,7,"R12058","R11222","R10209"
5,4,1,1,63,14.42,0.17,0,15,"R12059","R11222","R10209"
5,4,1,1,63,14.42,0.17,0,15,"R12060","R11222","R10209"
5,4,1,2,63,14.42,0.17,0,15,"R12061","R11222","R10209"
5,4,1,2,63,14.42,0.17,0,15,"R12063","R11222","R10209"
5,4,1,2,63,14.42,0.17,0,15,"R12064","R11222","R10209"
5,4,1,2,63,14.42,0.17,0,15,"R12065","R11222","R10209"
2,2,1,1,63,13.88,0.12,1,7,"R12067","R11149","R11243"
3,3,1,1,63,13.88,0.12,0,7,"R12068","R11149","R11243"
2,2,1,2,63,13.88,0.12,1,7,"R12069","R11149","R11243"
5,4,1,1,63,13.88,0.12,0,15,"R12070","R11149","R11243"
5,4,1,2,63,13.88,0.12,0,15,"R12071","R11149","R11243"
3,3,1,1,63,14.28,0.15,0,7,"R12072","R11164","R10108"
3,3,1,1,63,14.28,0.15,0,7,"R12074","R11164","R10108"
2,2,1,1,63,14.28,0.15,1,7,"R12075","R11164","R10108"
2,2,1,1,63,14.28,0.15,1,5,"R12076","R11164","R10108"
2,2,1,2,63,13.87,0.13,1,7,"R12077","R10735","R10576"
1,1,1,1,63,13.87,0.13,1,1,"R12078","R10735","R10576"
2,2,1,2,63,13.87,0.13,1,7,"R12079","R10735","R10576"
5,4,1,2,63,14.67,0.15,0,7,"R12080","R11222","R10597"
5,4,1,2,63,14.67,0.15,0,15,"R12081","R11222","R10597"
2,2,1,1,63,14.67,0.15,1,5,"R12082","R11222","R10597"
5,4,1,1,63,14.67,0.15,0,11,"R12083","R11222","R10597"
2,2,1,1,63,14.67,0.15,1,7,"R12084","R11222","R10597"
3,3,1,2,62,13.75,0.15,0,7,"R12086","R11149","R10939"
2,2,1,1,62,13.75,0.15,1,7,"R12087","R11149","R10939"
3,3,1,1,62,14.64,0.13,0,7,"R12088","R11232","R10973"
2,2,1,2,62,14.64,0.13,1,7,"R12089","R11232","R10973"
1,1,1,1,62,14.64,0.13,1,1,"R12090","R11232","R10973"
3,3,1,2,62,14.64,0.13,0,7,"R12092","R11232","R10973"
5,4,1,1,62,12.89,0.1,0,11,"R12094","R11234","R11107"
2,2,1,2,62,12.89,0.1,1,7,"R12095","R11234","R11107"
3,3,1,1,62,12.89,0.1,0,7,"R12096","R11234","R11107"
3,3,1,2,62,12.89,0.1,0,7,"R12097","R11234","R11107"
2,2,1,1,62,12.89,0.1,1,7,"R12098","R11234","R11107"
1,1,1,1,62,12.89,0.1,1,1,"R12099","R11234","R11107"
3,3,1,2,62,12.89,0.1,0,7,"R12100","R11234","R11107"
5,4,1,2,62,12.89,0.1,0,15,"R12101","R11234","R11107"
2,2,1,1,62,11.83,0.05,1,7,"R12102","R9739","R11080"
3,3,1,2,62,11.83,0.05,0,7,"R12103","R9739","R11080"
3,3,1,2,62,11.83,0.05,0,7,"R12104","R9739","R11080"
